# time(sec) Desired Measured
2.844 0.4707 0.6270
2.845 0.4679 0.6796
2.846 0.4652 0.6178
2.847 0.4624 0.6682
2.848 0.4596 0.6334
2.849 0.4568 0.6269
2.850 0.4540 0.6163
2.851 0.4512 0.6125
2.852 0.4484 0.6502
2.853 0.4456 0.6303
2.854 0.4428 0.5814
2.855 0.4399 0.6328
2.856 0.4371 0.6315
2.857 0.4343 0.6232
2.858 0.4315 0.6389
2.859 0.4286 0.5954
2.860 0.4258 0.6153
2.861 0.4229 0.6486
2.862 0.4201 0.6156
2.863 0.4172 0.6104
2.864 0.4144 0.6088
2.865 0.4115 0.5712
2.866 0.4086 0.6153
2.867 0.4058 0.5861
2.868 0.4029 0.5833
2.869 0.4000 0.5965
2.870 0.3971 0.6227
2.871 0.3943 0.5999
2.872 0.3914 0.5577
2.873 0.3885 0.5825
2.874 0.3856 0.6129
2.875 0.3827 0.6100
2.876 0.3798 0.5495
2.877 0.3769 0.5983
2.878 0.3740 0.5658
2.879 0.3710 0.5690
2.880 0.3681 0.5704
2.881 0.3652 0.5493
2.882 0.3623 0.5791
2.883 0.3593 0.5660
2.884 0.3564 0.5663
2.885 0.3535 0.5950
2.886 0.3505 0.5362
2.887 0.3476 0.5957
2.888 0.3446 0.5706
2.889 0.3417 0.5626
2.890 0.3387 0.5056
2.891 0.3358 0.5713
2.892 0.3328 0.5367
2.893 0.3299 0.5753
2.894 0.3269 0.5466
2.895 0.3239 0.5344
2.896 0.3209 0.5613
2.897 0.3180 0.5490
2.898 0.3150 0.5116
2.899 0.3120 0.5577
2.900 0.3090 0.5159
2.901 0.3060 0.5403
2.902 0.3030 0.5181
2.903 0.3000 0.4906
2.904 0.2970 0.5198
2.905 0.2940 0.5493
2.906 0.2910 0.5228
2.907 0.2880 0.5357
2.908 0.2850 0.5201
2.909 0.2820 0.5085
2.910 0.2790 0.4881
2.911 0.2760 0.4910
2.912 0.2730 0.5032
2.913 0.2699 0.5235
2.914 0.2669 0.4880
2.915 0.2639 0.4861
2.916 0.2608 0.4827
2.917 0.2578 0.5041
2.918 0.2548 0.5312
2.919 0.2517 0.5097
2.920 0.2487 0.4567
2.921 0.2456 0.4745
2.922 0.2426 0.4492
2.923 0.2396 0.4925
2.924 0.2365 0.4919
2.925 0.2334 0.4599
2.926 0.2304 0.4368
2.927 0.2273 0.4455
2.928 0.2243 0.4530
2.929 0.2212 0.4633
2.930 0.2181 0.4670
2.931 0.2151 0.4556
2.932 0.2120 0.4713
2.933 0.2089 0.4141
2.934 0.2059 0.4395
2.935 0.2028 0.4487
2.936 0.1997 0.4450
2.937 0.1966 0.4695
2.938 0.1935 0.4453
2.939 0.1905 0.4127
2.940 0.1874 0.4039
2.941 0.1843 0.4462
2.942 0.1812 0.4559
2.943 0.1781 0.4493
2.944 0.1750 0.3898
2.945 0.1719 0.4151
2.946 0.1688 0.3877
2.947 0.1657 0.4003
2.948 0.1626 0.4088
2.949 0.1595 0.4229
2.950 0.1564 0.4576
2.951 0.1533 0.3965
2.952 0.1502 0.4055
2.953 0.1471 0.4098
2.954 0.1440 0.4071
2.955 0.1409 0.3766
2.956 0.1378 0.3388
2.957 0.1347 0.3800
2.958 0.1316 0.4262
2.959 0.1284 0.3890
2.960 0.1253 0.3777
2.961 0.1222 0.4186
2.962 0.1191 0.4027
2.963 0.1160 0.3871
2.964 0.1129 0.3410
2.965 0.1097 0.3977
2.966 0.1066 0.3698
2.967 0.1035 0.3636
2.968 0.1004 0.3635
2.969 0.0972 0.3548
2.970 0.0941 0.3531
2.971 0.0910 0.3596
2.972 0.0879 0.3324
2.973 0.0847 0.3778
2.974 0.0816 0.3487
2.975 0.0785 0.3340
2.976 0.0753 0.3294
2.977 0.0722 0.3598
2.978 0.0691 0.3175
2.979 0.0659 0.3151
2.980 0.0628 0.3096
2.981 0.0597 0.3591
2.982 0.0565 0.2964
2.983 0.0534 0.2938
2.984 0.0502 0.3444
2.985 0.0471 0.3272
2.986 0.0440 0.3062
2.987 0.0408 0.3197
2.988 0.0377 0.3250
2.989 0.0346 0.2780
2.990 0.0314 0.2679
2.991 0.0283 0.2839
2.992 0.0251 0.3219
2.993 0.0220 0.3089
2.994 0.0188 0.2935
2.995 0.0157 0.3120
2.996 0.0126 0.2363
2.997 0.0094 0.2718
2.998 0.0063 0.2938
2.999 0.0031 0.2923
3.000 0.0000 0.2472
3.001 -0.0031 0.2596
3.002 -0.0063 0.3041
3.003 -0.0094 0.2679
3.004 -0.0126 0.2737
3.005 -0.0157 0.2649
3.006 -0.0188 0.2578
3.007 -0.0220 0.2422
3.008 -0.0251 0.2402
3.009 -0.0283 0.2606
3.010 -0.0314 0.2570
3.011 -0.0346 0.2851
3.012 -0.0377 0.2730
3.013 -0.0408 0.2645
3.014 -0.0440 0.2257
3.015 -0.0471 0.2328
3.016 -0.0502 0.2290
3.017 -0.0534 0.2464
3.018 -0.0565 0.2197
3.019 -0.0597 0.2263
3.020 -0.0628 0.2227
3.021 -0.0659 0.2347
3.022 -0.0691 0.2078
3.023 -0.0722 0.2342
3.024 -0.0753 0.1942
3.025 -0.0785 0.2168
3.026 -0.0816 0.2321
3.027 -0.0847 0.1786
3.028 -0.0879 0.1810
3.029 -0.0910 0.1913
3.030 -0.0941 0.2262
3.031 -0.0972 0.2017
3.032 -0.1004 0.1823
3.033 -0.1035 0.1546
3.034 -0.1066 0.1874
3.035 -0.1097 0.1932
3.036 -0.1129 0.1716
3.037 -0.1160 0.1765
3.038 -0.1191 0.1506
3.039 -0.1222 0.1657
3.040 -0.1253 0.1661
3.041 -0.1284 0.1864
3.042 -0.1316 0.1866
3.043 -0.1347 0.1569
3.044 -0.1378 0.1778
3.045 -0.1409 0.1469
3.046 -0.1440 0.1654
3.047 -0.1471 0.1674
3.048 -0.1502 0.1535
3.049 -0.1533 0.1744
3.050 -0.1564 0.1314
3.051 -0.1595 0.1199
3.052 -0.1626 0.1082
3.053 -0.1657 0.1137
3.054 -0.1688 0.1384
3.055 -0.1719 0.1350
3.056 -0.1750 0.1185
3.057 -0.1781 0.1380
3.058 -0.1812 0.1207
3.059 -0.1843 0.1055
3.060 -0.1874 0.1322
3.061 -0.1905 0.1068
3.062 -0.1935 0.0995
3.063 -0.1966 0.0835
3.064 -0.1997 0.0800
3.065 -0.2028 0.0902
3.066 -0.2059 0.1199
3.067 -0.2089 0.1085
3.068 -0.2120 0.0766
3.069 -0.2151 0.0381
3.070 -0.2181 0.1271
3.071 -0.2212 0.0828
3.072 -0.2243 0.0723
3.073 -0.2273 0.0842
3.074 -0.2304 0.0774
3.075 -0.2334 0.0543
3.076 -0.2365 0.1065
3.077 -0.2396 0.0672
3.078 -0.2426 0.0411
3.079 -0.2456 0.0948
3.080 -0.2487 0.0670
3.081 -0.2517 0.0769
3.082 -0.2548 0.0248
3.083 -0.2578 0.0476
3.084 -0.2608 0.0440
3.085 -0.2639 0.0605
3.086 -0.2669 0.0404
3.087 -0.2699 0.0366
3.088 -0.2730 0.0012
3.089 -0.2760 0.0204
3.090 -0.2790 0.0472
3.091 -0.2820 0.0628
3.092 -0.2850 0.0370
3.093 -0.2880 0.0335
3.094 -0.2910 -0.0091
3.095 -0.2940 0.0260
3.096 -0.2970 -0.0013
3.097 -0.3000 0.0244
3.098 -0.3030 0.0068
3.099 -0.3060 0.0246
3.100 -0.3090 -0.0534
3.101 -0.3120 0.0241
3.102 -0.3150 0.0011
3.103 -0.3180 -0.0196
3.104 -0.3209 -0.0208
3.105 -0.3239 0.0042
3.106 -0.3269 -0.0175
3.107 -0.3299 -0.0234
3.108 -0.3328 -0.0320
3.109 -0.3358 -0.0220
3.110 -0.3387 -0.0413
3.111 -0.3417 -0.0218
3.112 -0.3446 -0.0363
3.113 -0.3476 -0.0138
3.114 -0.3505 -0.0225
3.115 -0.3535 -0.0421
3.116 -0.3564 -0.0350
3.117 -0.3593 -0.0162
3.118 -0.3623 -0.0351
3.119 -0.3652 -0.0228
3.120 -0.3681 -0.0680
3.121 -0.3710 -0.0425
3.122 -0.3740 -0.0497
3.123 -0.3769 -0.0506
3.124 -0.3798 -0.1066
3.125 -0.3827 -0.0901
3.126 -0.3856 -0.0614
3.127 -0.3885 -0.0920
3.128 -0.3914 -0.0677
3.129 -0.3943 -0.0586
3.130 -0.3971 -0.0972
3.131 -0.4000 -0.0898
3.132 -0.4029 -0.0455
3.133 -0.4058 -0.0536
3.134 -0.4086 -0.1299
3.135 -0.4115 -0.0754
3.136 -0.4144 -0.0964
3.137 -0.4172 -0.0836
3.138 -0.4201 -0.0631
3.139 -0.4229 -0.0983
3.140 -0.4258 -0.0938
3.141 -0.4286 -0.1134
3.142 -0.4315 -0.1086
3.143 -0.4343 -0.1413
3.144 -0.4371 -0.1088
3.145 -0.4399 -0.1366
3.146 -0.4428 -0.1084
3.147 -0.4456 -0.1119
3.148 -0.4484 -0.1422
3.149 -0.4512 -0.1456
3.150 -0.4540 -0.1290
3.151 -0.4568 -0.1814
3.152 -0.4596 -0.1259
3.153 -0.4624 -0.1419
3.154 -0.4652 -0.1651
3.155 -0.4679 -0.1855
3.156 -0.4707 -0.1598
3.157 -0.4735 -0.1505
3.158 -0.4762 -0.1489
3.159 -0.4790 -0.1683
3.160 -0.4818 -0.1645
3.161 -0.4845 -0.1911
3.162 -0.4873 -0.1740
3.163 -0.4900 -0.1626
3.164 -0.4927 -0.1971
3.165 -0.4955 -0.1785
3.166 -0.4982 -0.1752
3.167 -0.5009 -0.1785
3.168 -0.5036 -0.2282
3.169 -0.5063 -0.2015
3.170 -0.5090 -0.1941
3.171 -0.5117 -0.2012
3.172 -0.5144 -0.1957
3.173 -0.5171 -0.1748
3.174 -0.5198 -0.1893
3.175 -0.5225 -0.2104
3.176 -0.5252 -0.2066
3.177 -0.5278 -0.2165
3.178 -0.5305 -0.2449
3.179 -0.5332 -0.2548
3.180 -0.5358 -0.2456
3.181 -0.5385 -0.1894
3.182 -0.5411 -0.2084
3.183 -0.5438 -0.2145
3.184 -0.5464 -0.2368
3.185 -0.5490 -0.2517
3.186 -0.5516 -0.2533
3.187 -0.5543 -0.2554
3.188 -0.5569 -0.2711
3.189 -0.5595 -0.2407
3.190 -0.5621 -0.2856
3.191 -0.5647 -0.2709
3.192 -0.5673 -0.2680
3.193 -0.5699 -0.2858
3.194 -0.5724 -0.2824
3.195 -0.5750 -0.2887
3.196 -0.5776 -0.2798
3.197 -0.5801 -0.2740
3.198 -0.5827 -0.2449
3.199 -0.5852 -0.2894
3.200 -0.5878 -0.2995
3.201 -0.5903 -0.2808
3.202 -0.5929 -0.2981
3.203 -0.5954 -0.3013
3.204 -0.5979 -0.3045
3.205 -0.6004 -0.3004
3.206 -0.6029 -0.2678
3.207 -0.6054 -0.3010
3.208 -0.6079 -0.3059
3.209 -0.6104 -0.2730
3.210 -0.6129 -0.3359
3.211 -0.6154 -0.3113
3.212 -0.6179 -0.2524
3.213 -0.6203 -0.3086
3.214 -0.6228 -0.2751
3.215 -0.6252 -0.3121
3.216 -0.6277 -0.3213
3.217 -0.6301 -0.3215
3.218 -0.6326 -0.3181
3.219 -0.6350 -0.3137
3.220 -0.6374 -0.3457
3.221 -0.6398 -0.3101
3.222 -0.6423 -0.3470
3.223 -0.6447 -0.3603
3.224 -0.6471 -0.3375
3.225 -0.6494 -0.3554
3.226 -0.6518 -0.3721
3.227 -0.6542 -0.3431
3.228 -0.6566 -0.3304
3.229 -0.6590 -0.3395
3.230 -0.6613 -0.3436
3.231 -0.6637 -0.4084
3.232 -0.6660 -0.3709
3.233 -0.6684 -0.3906
3.234 -0.6707 -0.3801
3.235 -0.6730 -0.3447
3.236 -0.6753 -0.3413
3.237 -0.6776 -0.4269
3.238 -0.6800 -0.3969
3.239 -0.6823 -0.3438
3.240 -0.6845 -0.3773
3.241 -0.6868 -0.3753
3.242 -0.6891 -0.3991
3.243 -0.6914 -0.4019
3.244 -0.6937 -0.3676
3.245 -0.6959 -0.3881
3.246 -0.6982 -0.4097
3.247 -0.7004 -0.3888
3.248 -0.7026 -0.4491
3.249 -0.7049 -0.4091
3.250 -0.7071 -0.3998
3.251 -0.7093 -0.4021
3.252 -0.7115 -0.3971
3.253 -0.7137 -0.4332
3.254 -0.7159 -0.4195
3.255 -0.7181 -0.4267
3.256 -0.7203 -0.4248
3.257 -0.7225 -0.4195
3.258 -0.7247 -0.4225
3.259 -0.7268 -0.4275
3.260 -0.7290 -0.4370
3.261 -0.7311 -0.4513
3.262 -0.7333 -0.4508
3.263 -0.7354 -0.4478
3.264 -0.7375 -0.4407
3.265 -0.7396 -0.4250
3.266 -0.7417 -0.4752
3.267 -0.7438 -0.4379
3.268 -0.7459 -0.4398
3.269 -0.7480 -0.4593
3.270 -0.7501 -0.4441
3.271 -0.7522 -0.4666
3.272 -0.7543 -0.4576
3.273 -0.7563 -0.4762
3.274 -0.7584 -0.4632
3.275 -0.7604 -0.4693
3.276 -0.7624 -0.4833
3.277 -0.7645 -0.4497
3.278 -0.7665 -0.4456
3.279 -0.7685 -0.4978
3.280 -0.7705 -0.4782
3.281 -0.7725 -0.5300
3.282 -0.7745 -0.4817
3.283 -0.7765 -0.5082
3.284 -0.7785 -0.4917
3.285 -0.7804 -0.4938
3.286 -0.7824 -0.4775
3.287 -0.7843 -0.4877
3.288 -0.7863 -0.5297
3.289 -0.7882 -0.4793
3.290 -0.7902 -0.5291
3.291 -0.7921 -0.4900
3.292 -0.7940 -0.5495
3.293 -0.7959 -0.5386
3.294 -0.7978 -0.5195
3.295 -0.7997 -0.5083
3.296 -0.8016 -0.4884
3.297 -0.8034 -0.5247
3.298 -0.8053 -0.5271
3.299 -0.8072 -0.5349
3.300 -0.8090 -0.5264
3.301 -0.8109 -0.5208
3.302 -0.8127 -0.5414
3.303 -0.8145 -0.5245
3.304 -0.8163 -0.5556
3.305 -0.8181 -0.5293
3.306 -0.8200 -0.5595
3.307 -0.8217 -0.5731
3.308 -0.8235 -0.5236
3.309 -0.8253 -0.5773
3.310 -0.8271 -0.5730
3.311 -0.8288 -0.5365
3.312 -0.8306 -0.5556
3.313 -0.8323 -0.5658
3.314 -0.8341 -0.5463
3.315 -0.8358 -0.5650
3.316 -0.8375 -0.5617
3.317 -0.8392 -0.5342
3.318 -0.8409 -0.5376
3.319 -0.8426 -0.5650
3.320 -0.8443 -0.5894
3.321 -0.8460 -0.5729
3.322 -0.8477 -0.5786
3.323 -0.8493 -0.5752
3.324 -0.8510 -0.6223
3.325 -0.8526 -0.6039
3.326 -0.8543 -0.5717
3.327 -0.8559 -0.5805
3.328 -0.8575 -0.5928
3.329 -0.8591 -0.5920
3.330 -0.8607 -0.5949
3.331 -0.8623 -0.5854
3.332 -0.8639 -0.6015
3.333 -0.8655 -0.6015
3.334 -0.8671 -0.5573
3.335 -0.8686 -0.6013
3.336 -0.8702 -0.5888
3.337 -0.8717 -0.6123
3.338 -0.8733 -0.5925
3.339 -0.8748 -0.6159
3.340 -0.8763 -0.6145
3.341 -0.8778 -0.6160
3.342 -0.8793 -0.6100
3.343 -0.8808 -0.6333
3.344 -0.8823 -0.6347
3.345 -0.8838 -0.6384
3.346 -0.8852 -0.6045
3.347 -0.8867 -0.6348
3.348 -0.8881 -0.6339
3.349 -0.8896 -0.7053
3.350 -0.8910 -0.6017
3.351 -0.8924 -0.6826
3.352 -0.8938 -0.6279
3.353 -0.8952 -0.6480
3.354 -0.8966 -0.6413
3.355 -0.8980 -0.6262
3.356 -0.8994 -0.6717
3.357 -0.9008 -0.6198
3.358 -0.9021 -0.6167
3.359 -0.9035 -0.6458
3.360 -0.9048 -0.7084
3.361 -0.9062 -0.6982
3.362 -0.9075 -0.6676
3.363 -0.9088 -0.6680
3.364 -0.9101 -0.6579
3.365 -0.9114 -0.6987
3.366 -0.9127 -0.6514
3.367 -0.9140 -0.6882
3.368 -0.9152 -0.6741
3.369 -0.9165 -0.6450
3.370 -0.9178 -0.6590
3.371 -0.9190 -0.6986
3.372 -0.9202 -0.7079
3.373 -0.9215 -0.6640
3.374 -0.9227 -0.7044
3.375 -0.9239 -0.7013
3.376 -0.9251 -0.7191
3.377 -0.9263 -0.6638
3.378 -0.9274 -0.6724
3.379 -0.9286 -0.6911
3.380 -0.9298 -0.7220
3.381 -0.9309 -0.7344
3.382 -0.9321 -0.7060
3.383 -0.9332 -0.6675
3.384 -0.9343 -0.7016
3.385 -0.9354 -0.7006
3.386 -0.9365 -0.7111
3.387 -0.9376 -0.7244
3.388 -0.9387 -0.7295
3.389 -0.9398 -0.6743
3.390 -0.9409 -0.7390
3.391 -0.9419 -0.7068
3.392 -0.9430 -0.7257
3.393 -0.9440 -0.7178
3.394 -0.9451 -0.7205
3.395 -0.9461 -0.7373
3.396 -0.9471 -0.7344
3.397 -0.9481 -0.7412
3.398 -0.9491 -0.7305
3.399 -0.9501 -0.7128
3.400 -0.9511 -0.7051
3.401 -0.9520 -0.7156
3.402 -0.9530 -0.7532
3.403 -0.9539 -0.7308
3.404 -0.9549 -0.7592
3.405 -0.9558 -0.7080
3.406 -0.9567 -0.7285
3.407 -0.9576 -0.7096
3.408 -0.9585 -0.7738
3.409 -0.9594 -0.7423
3.410 -0.9603 -0.7718
3.411 -0.9612 -0.7247
3.412 -0.9620 -0.7397
3.413 -0.9629 -0.7319
3.414 -0.9637 -0.7567
3.415 -0.9646 -0.7318
3.416 -0.9654 -0.7729
3.417 -0.9662 -0.7801
3.418 -0.9670 -0.7656
3.419 -0.9678 -0.7716
3.420 -0.9686 -0.8188
3.421 -0.9694 -0.7583
3.422 -0.9701 -0.7674
3.423 -0.9709 -0.7603
3.424 -0.9716 -0.7293
3.425 -0.9724 -0.8002
3.426 -0.9731 -0.7730
3.427 -0.9738 -0.7851
3.428 -0.9745 -0.7762
3.429 -0.9752 -0.8029
3.430 -0.9759 -0.7834
3.431 -0.9766 -0.7756
3.432 -0.9773 -0.7666
3.433 -0.9779 -0.7873
3.434 -0.9786 -0.7934
3.435 -0.9792 -0.7932
3.436 -0.9799 -0.7528
3.437 -0.9805 -0.7794
3.438 -0.9811 -0.8111
3.439 -0.9817 -0.7936
3.440 -0.9823 -0.7782
3.441 -0.9829 -0.7896
3.442 -0.9834 -0.8000
3.443 -0.9840 -0.8211
3.444 -0.9846 -0.7915
3.445 -0.9851 -0.8300
3.446 -0.9856 -0.7956
3.447 -0.9862 -0.8126
3.448 -0.9867 -0.8062
3.449 -0.9872 -0.8363
3.450 -0.9877 -0.8283
3.451 -0.9882 -0.8168
3.452 -0.9887 -0.8212
3.453 -0.9891 -0.7927
3.454 -0.9896 -0.8042
3.455 -0.9900 -0.7930
3.456 -0.9905 -0.8093
3.457 -0.9909 -0.8459
3.458 -0.9913 -0.7876
3.459 -0.9917 -0.7990
3.460 -0.9921 -0.8222
3.461 -0.9925 -0.8332
3.462 -0.9929 -0.8179
3.463 -0.9933 -0.8331
3.464 -0.9936 -0.7911
3.465 -0.9940 -0.8371
3.466 -0.9943 -0.8481
3.467 -0.9946 -0.8194
3.468 -0.9950 -0.7758
3.469 -0.9953 -0.8104
3.470 -0.9956 -0.8089
3.471 -0.9959 -0.8159
3.472 -0.9961 -0.8015
3.473 -0.9964 -0.8279
3.474 -0.9967 -0.8484
3.475 -0.9969 -0.8333
3.476 -0.9972 -0.7947
3.477 -0.9974 -0.8520
3.478 -0.9976 -0.8187
3.479 -0.9978 -0.8333
3.480 -0.9980 -0.8309
3.481 -0.9982 -0.8290
3.482 -0.9984 -0.8020
3.483 -0.9986 -0.7833
3.484 -0.9987 -0.8155
3.485 -0.9989 -0.8432
3.486 -0.9990 -0.8449
3.487 -0.9992 -0.8796
3.488 -0.9993 -0.8304
3.489 -0.9994 -0.8963
3.490 -0.9995 -0.8444
3.491 -0.9996 -0.8021
3.492 -0.9997 -0.8398
3.493 -0.9998 -0.8321
3.494 -0.9998 -0.8370
3.495 -0.9999 -0.8550
3.496 -0.9999 -0.8416
3.497 -1.0000 -0.8895
3.498 -1.0000 -0.8989
3.499 -1.0000 -0.8310
3.500 -1.0000 -0.8587
3.501 -1.0000 -0.8282
3.502 -1.0000 -0.8480
3.503 -1.0000 -0.8701
3.504 -0.9999 -0.8487
3.505 -0.9999 -0.8620
3.506 -0.9998 -0.8786
3.507 -0.9998 -0.8556
3.508 -0.9997 -0.8729
3.509 -0.9996 -0.8673
3.510 -0.9995 -0.7838
3.511 -0.9994 -0.8438
3.512 -0.9993 -0.8399
3.513 -0.9992 -0.8785
3.514 -0.9990 -0.8638
3.515 -0.9989 -0.8683
3.516 -0.9987 -0.8682
3.517 -0.9986 -0.8649
3.518 -0.9984 -0.8667
3.519 -0.9982 -0.8692
3.520 -0.9980 -0.8776
3.521 -0.9978 -0.9075
3.522 -0.9976 -0.8833
3.523 -0.9974 -0.8652
3.524 -0.9972 -0.8712
3.525 -0.9969 -0.9086
3.526 -0.9967 -0.8582
3.527 -0.9964 -0.8876
3.528 -0.9961 -0.8923
3.529 -0.9959 -0.8659
3.530 -0.9956 -0.8731
3.531 -0.9953 -0.8761
3.532 -0.9950 -0.8678
3.533 -0.9946 -0.8836
3.534 -0.9943 -0.8850
3.535 -0.9940 -0.8552
3.536 -0.9936 -0.8458
3.537 -0.9933 -0.8586
3.538 -0.9929 -0.8643
3.539 -0.9925 -0.9123
3.540 -0.9921 -0.8522
3.541 -0.9917 -0.8783
3.542 -0.9913 -0.8789
3.543 -0.9909 -0.8594
3.544 -0.9905 -0.8759
3.545 -0.9900 -0.8808
3.546 -0.9896 -0.8774
3.547 -0.9891 -0.9163
3.548 -0.9887 -0.8979
3.549 -0.9882 -0.8835
3.550 -0.9877 -0.8887
3.551 -0.9872 -0.8723
3.552 -0.9867 -0.9001
3.553 -0.9862 -0.8638
3.554 -0.9856 -0.9024
3.555 -0.9851 -0.8625
3.556 -0.9846 -0.9022
3.557 -0.9840 -0.9171
3.558 -0.9834 -0.8815
3.559 -0.9829 -0.8300
3.560 -0.9823 -0.8896
3.561 -0.9817 -0.9251
3.562 -0.9811 -0.9193
3.563 -0.9805 -0.9142
3.564 -0.9799 -0.9017
3.565 -0.9792 -0.9001
3.566 -0.9786 -0.9000
3.567 -0.9779 -0.9101
3.568 -0.9773 -0.8809
3.569 -0.9766 -0.9050
3.570 -0.9759 -0.8917
3.571 -0.9752 -0.8724
3.572 -0.9745 -0.9511
3.573 -0.9738 -0.8774
3.574 -0.9731 -0.9114
3.575 -0.9724 -0.8802
3.576 -0.9716 -0.8826
3.577 -0.9709 -0.8893
3.578 -0.9701 -0.8605
3.579 -0.9694 -0.9102
3.580 -0.9686 -0.8957
3.581 -0.9678 -0.8825
3.582 -0.9670 -0.9011
3.583 -0.9662 -0.9032
3.584 -0.9654 -0.8750
3.585 -0.9646 -0.8738
3.586 -0.9637 -0.8451
3.587 -0.9629 -0.8962
3.588 -0.9620 -0.9003
3.589 -0.9612 -0.9361
3.590 -0.9603 -0.8890
3.591 -0.9594 -0.9161
3.592 -0.9585 -0.8905
3.593 -0.9576 -0.9026
3.594 -0.9567 -0.8927
3.595 -0.9558 -0.8992
3.596 -0.9549 -0.9198
3.597 -0.9539 -0.9375
3.598 -0.9530 -0.8969
3.599 -0.9520 -0.8879
3.600 -0.9511 -0.8923
3.601 -0.9501 -0.9220
3.602 -0.9491 -0.9006
3.603 -0.9481 -0.9009
3.604 -0.9471 -0.9078
3.605 -0.9461 -0.8942
3.606 -0.9451 -0.8926
3.607 -0.9440 -0.8846
3.608 -0.9430 -0.9162
3.609 -0.9419 -0.8657
3.610 -0.9409 -0.9285
3.611 -0.9398 -0.9398
3.612 -0.9387 -0.8976
3.613 -0.9376 -0.8745
3.614 -0.9365 -0.9064
3.615 -0.9354 -0.8977
3.616 -0.9343 -0.9288
3.617 -0.9332 -0.9051
3.618 -0.9321 -0.8815
3.619 -0.9309 -0.9198
3.620 -0.9298 -0.8898
3.621 -0.9286 -0.9097
3.622 -0.9274 -0.9253
3.623 -0.9263 -0.8937
3.624 -0.9251 -0.8918
3.625 -0.9239 -0.9008
3.626 -0.9227 -0.8968
3.627 -0.9215 -0.8899
3.628 -0.9202 -0.9233
3.629 -0.9190 -0.8952
3.630 -0.9178 -0.9382
3.631 -0.9165 -0.8857
3.632 -0.9152 -0.8969
3.633 -0.9140 -0.8793
3.634 -0.9127 -0.8694
3.635 -0.9114 -0.8768
3.636 -0.9101 -0.9453
3.637 -0.9088 -0.8996
3.638 -0.9075 -0.8815
3.639 -0.9062 -0.9045
3.640 -0.9048 -0.8996
3.641 -0.9035 -0.8692
3.642 -0.9021 -0.8942
3.643 -0.9008 -0.8939
3.644 -0.8994 -0.8468
3.645 -0.8980 -0.8781
3.646 -0.8966 -0.9153
3.647 -0.8952 -0.8890
3.648 -0.8938 -0.8861
3.649 -0.8924 -0.9213
3.650 -0.8910 -0.9067
3.651 -0.8896 -0.8907
3.652 -0.8881 -0.8825
3.653 -0.8867 -0.8863
3.654 -0.8852 -0.8933
3.655 -0.8838 -0.8928
3.656 -0.8823 -0.8990
3.657 -0.8808 -0.8590
3.658 -0.8793 -0.8884
3.659 -0.8778 -0.8858
3.660 -0.8763 -0.8721
3.661 -0.8748 -0.9067
3.662 -0.8733 -0.9089
3.663 -0.8717 -0.8952
3.664 -0.8702 -0.8980
3.665 -0.8686 -0.8754
3.666 -0.8671 -0.9041
3.667 -0.8655 -0.8713
3.668 -0.8639 -0.8805
3.669 -0.8623 -0.8522
3.670 -0.8607 -0.8569
3.671 -0.8591 -0.8759
3.672 -0.8575 -0.8794
3.673 -0.8559 -0.8756
3.674 -0.8543 -0.8671
3.675 -0.8526 -0.8562
3.676 -0.8510 -0.8843
3.677 -0.8493 -0.8765
3.678 -0.8477 -0.8977
3.679 -0.8460 -0.8499
3.680 -0.8443 -0.8802
3.681 -0.8426 -0.8407
3.682 -0.8409 -0.8793
3.683 -0.8392 -0.8379
3.684 -0.8375 -0.8861
3.685 -0.8358 -0.8566
3.686 -0.8341 -0.8396
3.687 -0.8323 -0.8521
3.688 -0.8306 -0.8431
3.689 -0.8288 -0.8997
3.690 -0.8271 -0.8580
3.691 -0.8253 -0.8871
3.692 -0.8235 -0.8692
3.693 -0.8217 -0.8607
3.694 -0.8200 -0.8699
3.695 -0.8181 -0.8395
3.696 -0.8163 -0.8430
3.697 -0.8145 -0.8751
3.698 -0.8127 -0.8441
3.699 -0.8109 -0.8732
3.700 -0.8090 -0.9041
3.701 -0.8072 -0.8604
3.702 -0.8053 -0.8572
3.703 -0.8034 -0.8805
3.704 -0.8016 -0.8812
3.705 -0.7997 -0.8423
3.706 -0.7978 -0.8502
3.707 -0.7959 -0.8630
3.708 -0.7940 -0.8542
3.709 -0.7921 -0.8612
3.710 -0.7902 -0.8268
3.711 -0.7882 -0.8897
3.712 -0.7863 -0.8366
3.713 -0.7843 -0.8476
3.714 -0.7824 -0.8492
3.715 -0.7804 -0.8525
3.716 -0.7785 -0.8444
3.717 -0.7765 -0.8664
3.718 -0.7745 -0.8049
3.719 -0.7725 -0.8075
3.720 -0.7705 -0.8386
3.721 -0.7685 -0.8457
3.722 -0.7665 -0.7944
3.723 -0.7645 -0.8210
3.724 -0.7624 -0.8303
3.725 -0.7604 -0.8208
3.726 -0.7584 -0.8429
3.727 -0.7563 -0.8115
3.728 -0.7543 -0.8207
3.729 -0.7522 -0.8388
3.730 -0.7501 -0.8127
3.731 -0.7480 -0.8564
3.732 -0.7459 -0.8663
3.733 -0.7438 -0.8548
3.734 -0.7417 -0.8606
3.735 -0.7396 -0.8131
3.736 -0.7375 -0.8158
3.737 -0.7354 -0.8439
3.738 -0.7333 -0.8184
3.739 -0.7311 -0.8302
3.740 -0.7290 -0.8194
3.741 -0.7268 -0.8237
3.742 -0.7247 -0.8046
3.743 -0.7225 -0.8057
